EPOCHS,LOSS,ACC,VAL_LOSS,VAL_ACC,TIME
0,0.6854743361473083,0.5494012236595154,0.6802286505699158,0.5909090638160706,243.55129194259644
1,0.6563659310340881,0.64371258020401,0.6526445150375366,0.7181817889213562,239.54746341705322
2,0.6145081520080566,0.71257483959198,0.5935782194137573,0.8363636136054993,236.15542006492615
3,0.5278750658035278,0.809880256652832,0.4911311864852905,0.8363636136054993,232.34459114074707
4,0.39038100838661194,0.8907185792922974,0.3835095167160034,0.8454545736312866,231.95059394836426
5,0.30657947063446045,0.9056886434555054,0.33156758546829224,0.8454545736312866,233.0404407978058
6,0.2517503798007965,0.908682644367218,0.2878801226615906,0.8545454740524292,232.42405891418457
7,0.21563544869422913,0.92514967918396,0.31359463930130005,0.8454545736312866,232.45202159881592
8,0.2144235223531723,0.9131736755371094,0.2626231908798218,0.8909090757369995,233.06513810157776
9,0.1870402842760086,0.9416167736053467,0.23453731834888458,0.9090909361839294,252.6396234035492
10,0.14862525463104248,0.9520958065986633,0.22210553288459778,0.9090909361839294,232.9056465625763
11,0.15784095227718353,0.9505987763404846,0.21403513848781586,0.8909090757369995,233.7328588962555
12,0.14142577350139618,0.953592836856842,0.20228877663612366,0.9090909361839294,233.08832550048828
13,0.11925549060106277,0.9640718698501587,0.1973486691713333,0.918181836605072,235.5459325313568
14,0.13785533607006073,0.953592836856842,0.19587817788124084,0.8818181753158569,232.00907826423645
15,0.12686343491077423,0.9670658707618713,0.21086564660072327,0.8999999761581421,232.57248449325562
16,0.12473753094673157,0.9595808386802673,0.19560033082962036,0.8909090757369995,232.09654116630554
17,0.09253408014774323,0.9745509028434753,0.2181042581796646,0.8818181753158569,232.2614233493805
18,0.10034526884555817,0.9715569019317627,0.19014200568199158,0.8999999761581421,232.353675365448
19,0.10150080174207687,0.9745509028434753,0.20177540183067322,0.8818181753158569,231.67422461509705
20,0.09978672116994858,0.9655688405036926,0.21235983073711395,0.9363636374473572,232.1568946838379
21,0.0897398367524147,0.970059871673584,0.18954575061798096,0.918181836605072,232.4047532081604
22,0.08749418705701828,0.9730538725852966,0.19865597784519196,0.8999999761581421,231.80318546295166
23,0.08191799372434616,0.9790419340133667,0.19441163539886475,0.9454545378684998,232.13207268714905
24,0.09697629511356354,0.977544903755188,0.18298929929733276,0.918181836605072,234.26571488380432
25,0.07845285534858704,0.976047933101654,0.18002018332481384,0.9363636374473572,233.5139241218567
26,0.08191119134426117,0.9745509028434753,0.21530836820602417,0.8909090757369995,234.9346137046814
27,0.06463771313428879,0.9865269660949707,0.1940910369157791,0.9454545378684998,232.58593130111694
28,0.06838761270046234,0.9745509028434753,0.18001949787139893,0.918181836605072,231.89291501045227
29,0.06123940646648407,0.9820359349250793,0.18884088099002838,0.918181836605072,232.00816440582275
30,0.08931100368499756,0.9730538725852966,0.1363806277513504,0.9545454382896423,735.0852835178375
31,0.05120665580034256,0.9880239367485046,0.09941369295120239,0.9545454382896423,715.7335181236267
32,0.05632466822862625,0.985029935836792,0.0713982954621315,0.9727272987365723,716.3585436344147
33,0.02683948539197445,0.9895209670066833,0.0653398334980011,0.9818181991577148,715.4417350292206
34,0.015181954018771648,0.9955089688301086,0.055380769073963165,0.9818181991577148,716.5100123882294
35,0.01813238486647606,0.9970059990882874,0.05966353043913841,0.9636363387107849,714.7802448272705
36,0.017312023788690567,0.9940119981765747,0.05700444430112839,0.9818181991577148,714.4294877052307
37,0.007919935509562492,0.9985029697418213,0.05488261207938194,0.9818181991577148,715.7031564712524
38,0.009798086248338223,0.9970059990882874,0.047358084470033646,0.9727272987365723,715.255853176117
39,0.014945914968848228,0.9955089688301086,0.06085282936692238,0.9727272987365723,715.2483382225037
40,0.008590894751250744,0.9985029697418213,0.047317467629909515,0.9818181991577148,714.1738860607147
41,0.005649306811392307,1.0,0.04908575490117073,0.9818181991577148,716.6899356842041
42,0.009012994356453419,0.9985029697418213,0.05786721035838127,0.9727272987365723,719.2595615386963
43,0.0088508864864707,0.9985029697418213,0.03597581759095192,0.9818181991577148,713.540810585022
44,0.0023857997730374336,1.0,0.03617290407419205,0.9818181991577148,716.6449451446533
45,0.005188746377825737,0.9985029697418213,0.038594674319028854,0.9727272987365723,714.1992602348328
46,0.003222385887056589,0.9985029697418213,0.048360854387283325,0.9818181991577148,712.7661092281342
47,0.00782336201518774,0.9985029697418213,0.021425653249025345,0.9909090995788574,714.3130791187286
48,0.004511720035225153,0.9985029697418213,0.011619292199611664,1.0,715.397528886795
49,0.006659671198576689,0.9970059990882874,0.012758467346429825,1.0,720.3329300880432
50,0.003753150347620249,0.9985029697418213,0.015228074043989182,1.0,714.7143371105194
51,0.009261972270905972,0.9970059990882874,0.02330879122018814,0.9909090995788574,712.7797954082489
52,0.0017333606956526637,1.0,0.022332539781928062,0.9909090995788574,715.3291075229645
53,0.0013616495998576283,1.0,0.01095413975417614,1.0,714.6855685710907
54,0.0031291197519749403,0.9985029697418213,0.00866378378123045,1.0,713.3263146877289
55,0.0014127834001556039,1.0,0.009278054349124432,1.0,714.8571915626526
56,0.0035875511821359396,0.9985029697418213,0.026982352137565613,0.9909090995788574,714.8336069583893
57,0.0010707780020311475,1.0,0.017504772171378136,0.9909090995788574,714.1026108264923
58,0.003085449803620577,0.9985029697418213,0.018463673070073128,0.9909090995788574,714.7096753120422
59,0.0012749547604471445,1.0,0.017965348437428474,1.0,714.2346200942993
60,0.0012788721360266209,1.0,0.017764214426279068,1.0,713.3878664970398
61,0.0013746059266850352,1.0,0.019955554977059364,0.9909090995788574,714.1024072170258
62,0.0014063514536246657,1.0,0.012317977845668793,1.0,715.9765167236328
63,0.002784675918519497,0.9985029697418213,0.02388855256140232,0.9909090995788574,719.4132409095764
64,0.0023054294288158417,1.0,0.014742875471711159,1.0,715.1812424659729
65,0.0017392676090821624,1.0,0.015060563571751118,1.0,716.0447826385498
66,0.0013612330658361316,1.0,0.012502512894570827,1.0,714.8529524803162
67,0.001573953777551651,1.0,0.019189313054084778,0.9909090995788574,714.3614008426666
68,0.0008752712165005505,1.0,0.013276426121592522,1.0,717.9849264621735
69,0.0014871793100610375,1.0,0.014204615727066994,1.0,723.2071626186371
