EPOCHS,LOSS,ACC,VAL_LOSS,VAL_ACC,TIME
0,0.6846553087234497,0.5479041934013367,0.6625472903251648,0.5545454621315002,145.62715554237366
1,0.6170915365219116,0.6706587076187134,0.5802345871925354,0.6636363863945007,143.52212643623352
2,0.5008816123008728,0.7979041934013367,0.44639483094215393,0.8727272748947144,164.8060929775238
3,0.3938691318035126,0.8667664527893066,0.3419876992702484,0.8909090757369995,138.276540517807
4,0.27749788761138916,0.9296407103538513,0.26664280891418457,0.8999999761581421,132.190367937088
5,0.2362673580646515,0.9281437397003174,0.25717592239379883,0.9090909361839294,130.78281164169312
6,0.1929822713136673,0.938622772693634,0.19892045855522156,0.9272727370262146,130.61041736602783
7,0.1837063580751419,0.9505987763404846,0.19097505509853363,0.9363636374473572,130.97730469703674
8,0.1542448252439499,0.9505987763404846,0.18002945184707642,0.9363636374473572,130.2466778755188
9,0.1622348129749298,0.9520958065986633,0.17697986960411072,0.9272727370262146,131.08293747901917
10,0.13250412046909332,0.96257483959198,0.179423525929451,0.9454545378684998,130.5205569267273
11,0.15249958634376526,0.9505987763404846,0.16692392528057098,0.9272727370262146,130.32982563972473
12,0.11817175149917603,0.96856290102005,0.1939554512500763,0.9272727370262146,131.19101428985596
13,0.1056777685880661,0.9730538725852966,0.15671466290950775,0.9363636374473572,130.48352479934692
14,0.10300008952617645,0.970059871673584,0.14878270030021667,0.9454545378684998,130.2883322238922
15,0.1126762107014656,0.9640718698501587,0.15362504124641418,0.9363636374473572,131.06274032592773
16,0.14121532440185547,0.9505987763404846,0.1480678766965866,0.9545454382896423,130.4365210533142
17,0.09202447533607483,0.9715569019317627,0.15172074735164642,0.9363636374473572,130.67754411697388
18,0.07513102144002914,0.9835329055786133,0.1559460312128067,0.9363636374473572,130.71636486053467
19,0.09379302710294724,0.9670658707618713,0.14802755415439606,0.9545454382896423,130.60603499412537
20,0.08415807783603668,0.9790419340133667,0.15325255692005157,0.9545454382896423,130.5055787563324
21,0.0759776309132576,0.976047933101654,0.16255071759223938,0.9454545378684998,130.93623423576355
22,0.07496116310358047,0.9805389046669006,0.1556514948606491,0.9545454382896423,130.46097564697266
23,0.08024506270885468,0.9715569019317627,0.159284770488739,0.9454545378684998,130.65249395370483
24,0.05976947769522667,0.985029935836792,0.16035957634449005,0.9454545378684998,130.65828943252563
25,0.060805246233940125,0.985029935836792,0.17956645786762238,0.9363636374473572,130.48719382286072
26,0.07627402991056442,0.977544903755188,0.1623661369085312,0.9454545378684998,130.87482833862305
27,0.05620085448026657,0.9910179376602173,0.1708095222711563,0.9363636374473572,130.87169361114502
28,0.04454641416668892,0.9910179376602173,0.1660219430923462,0.9363636374473572,130.29971480369568
29,0.05045704171061516,0.9865269660949707,0.163392573595047,0.9454545378684998,130.84403800964355
30,0.05849451199173927,0.9805389046669006,0.11090781539678574,0.9636363387107849,446.39670753479004
31,0.04366317763924599,0.9865269660949707,0.12326912581920624,0.9363636374473572,421.30824041366577
32,0.037197764962911606,0.9910179376602173,0.09357748925685883,0.9636363387107849,406.702335357666
33,0.02115103416144848,0.9940119981765747,0.05523829907178879,0.9818181991577148,406.6231553554535
34,0.03235991299152374,0.992514967918396,0.06912415474653244,0.9727272987365723,406.09117126464844
35,0.02993239089846611,0.9865269660949707,0.019832083955407143,0.9909090995788574,406.54003047943115
36,0.01279989443719387,0.9970059990882874,0.07520263642072678,0.9727272987365723,406.09607911109924
37,0.013975507579743862,0.9970059990882874,0.0410553514957428,0.9818181991577148,411.4043302536011
38,0.028280295431613922,0.9880239367485046,0.09080442041158676,0.9636363387107849,432.84581327438354
39,0.01449126098304987,0.9955089688301086,0.08993775397539139,0.9545454382896423,411.4708139896393
40,0.0073377699591219425,0.9985029697418213,0.05855692923069,0.9727272987365723,404.2954924106598
41,0.005004079546779394,1.0,0.04443342611193657,0.9818181991577148,405.52749371528625
42,0.002879405627027154,1.0,0.039332035928964615,0.9818181991577148,406.3124804496765
43,0.0036768256686627865,1.0,0.030439995229244232,0.9818181991577148,406.04152274131775
44,0.008056425489485264,0.9985029697418213,0.05468503385782242,0.9818181991577148,405.613041639328
45,0.002291465410962701,1.0,0.04711288586258888,0.9818181991577148,405.2897312641144
46,0.01380401011556387,0.9970059990882874,0.040302954614162445,0.9909090995788574,404.7776930332184
47,0.009307688102126122,0.9985029697418213,0.016390584409236908,0.9909090995788574,405.05777740478516
48,0.002726206323131919,1.0,0.012514637783169746,1.0,417.2421760559082
49,0.004084427375346422,0.9970059990882874,0.008984634652733803,1.0,434.0966467857361
50,0.0015098038129508495,1.0,0.00735529325902462,1.0,413.6013946533203
51,0.005744699854403734,0.9985029697418213,0.038103122264146805,0.9818181991577148,413.98989033699036
52,0.002540982561185956,1.0,0.008332647383213043,1.0,425.03724670410156
53,0.0014991345815360546,1.0,0.008105888031423092,1.0,431.0048043727875
54,0.0008816338959150016,1.0,0.00785954762250185,1.0,404.7730267047882
55,0.0011395103065297008,1.0,0.00850424449890852,1.0,405.35331773757935
56,0.0011032172478735447,1.0,0.008792180567979813,1.0,404.1560366153717
57,0.0014308934332802892,1.0,0.012560435570776463,0.9909090995788574,405.63012623786926
58,0.003940184134989977,0.9985029697418213,0.01204124465584755,0.9909090995788574,405.742399930954
59,0.0007207696908153594,1.0,0.012480157427489758,0.9909090995788574,405.35116600990295
60,0.004055958706885576,0.9985029697418213,0.014142707921564579,0.9909090995788574,404.26344895362854
61,0.0011154613457620144,1.0,0.013250138610601425,0.9909090995788574,406.3269295692444
62,0.002364818472415209,0.9985029697418213,0.010383245535194874,1.0,405.8443977832794
63,0.00516404677182436,0.9970059990882874,0.02264242433011532,0.9909090995788574,404.45402336120605
64,0.024202914908528328,0.9970059990882874,0.02460826002061367,0.9909090995788574,405.4563932418823
65,0.0014841187512502074,1.0,0.023104919120669365,0.9909090995788574,409.9745590686798
66,0.0014781128847971559,1.0,0.019101567566394806,0.9909090995788574,434.18106293678284
67,0.0012429968919605017,1.0,0.02003168687224388,0.9818181991577148,416.9111545085907
