EPOCHS,LOSS,ACC,VAL_LOSS,VAL_ACC,TIME
0,0.699826717376709,0.48136645555496216,0.6867167949676514,0.5272727012634277,55.86718964576721
1,0.6981261372566223,0.489130437374115,0.6824742555618286,0.5636363625526428,33.8758282661438
2,0.6821513175964355,0.5621117949485779,0.6782628297805786,0.6454545259475708,34.4483642578125
3,0.6743127107620239,0.6133540272712708,0.6731148958206177,0.6272727251052856,35.137924671173096
4,0.6673462390899658,0.6397515535354614,0.6669071316719055,0.7454545497894287,34.50075817108154
5,0.6590886116027832,0.6754658222198486,0.6591266393661499,0.7545454502105713,35.16529893875122
6,0.6434234380722046,0.7406832575798035,0.6486762166023254,0.7636363506317139,34.81472206115723
7,0.6422437429428101,0.6940993666648865,0.6372384428977966,0.7727272510528564,35.07254600524902
8,0.6171196103096008,0.7701863646507263,0.6220505237579346,0.7818182110786438,34.38589811325073
9,0.6036437749862671,0.79347825050354,0.6030107140541077,0.8363636136054993,34.73382043838501
10,0.5752900838851929,0.8074533939361572,0.5805774927139282,0.8454545736312866,35.262073040008545
11,0.5572489500045776,0.8074533939361572,0.553288996219635,0.8818181753158569,34.79389262199402
12,0.530612587928772,0.840062141418457,0.5198202729225159,0.8909090757369995,34.9346137046814
13,0.4900072515010834,0.8524844646453857,0.4840656518936157,0.9090909361839294,34.374977350234985
14,0.45941299200057983,0.8897515535354614,0.45291492342948914,0.8999999761581421,33.38458967208862
15,0.42745816707611084,0.8866459727287292,0.4157174229621887,0.918181836605072,35.382668256759644
16,0.38209351897239685,0.9068322777748108,0.38380494713783264,0.8999999761581421,34.33904528617859
17,0.3638903498649597,0.9047619104385376,0.3554060161113739,0.8999999761581421,35.03670120239258
18,0.32408884167671204,0.9347826242446899,0.32963716983795166,0.8999999761581421,34.39237117767334
19,0.3213578164577484,0.909937858581543,0.31851211190223694,0.8999999761581421,35.413733959198
20,0.2926294207572937,0.9114906787872314,0.2937478721141815,0.9090909361839294,34.553244829177856
21,0.27884727716445923,0.9196428656578064,0.2757154405117035,0.918181836605072,35.14002203941345
22,0.2586074471473694,0.9301242232322693,0.261334627866745,0.918181836605072,35.27528738975525
23,0.25789493322372437,0.9239130616188049,0.25265756249427795,0.8999999761581421,34.52163815498352
24,0.23816661536693573,0.9332298040390015,0.24191218614578247,0.9090909361839294,33.96523094177246
25,0.22508977353572845,0.9301242232322693,0.233024001121521,0.9090909361839294,34.204516649246216
26,0.232484832406044,0.9223602414131165,0.22355641424655914,0.9090909361839294,34.32363271713257
27,0.2142418771982193,0.9332298040390015,0.2175312489271164,0.9090909361839294,34.46277737617493
28,0.2062932252883911,0.9404761791229248,0.21167534589767456,0.9090909361839294,35.67801284790039
29,0.19104765355587006,0.9394409656524658,0.20318271219730377,0.9272727370262146,35.3271369934082
30,0.17550083994865417,0.9534161686897278,0.16506673395633698,0.9454545378684998,59.788103103637695
31,0.14659416675567627,0.9534161686897278,0.13597151637077332,0.9545454382896423,39.48661422729492
32,0.12257853895425797,0.9642857313156128,0.11961248517036438,0.9545454382896423,40.19342923164368
33,0.0995297059416771,0.9751552939414978,0.10052526742219925,0.9818181991577148,39.59987115859985
34,0.09929347783327103,0.9720497131347656,0.08498507738113403,0.9818181991577148,39.498921155929565
35,0.08923020213842392,0.9736024737358093,0.08362855017185211,0.9818181991577148,39.84570503234863
36,0.09545779973268509,0.9658384919166565,0.07089440524578094,0.9909090995788574,39.911834716796875
37,0.07986649125814438,0.97826087474823,0.06862090528011322,0.9909090995788574,39.983134508132935
38,0.07346946001052856,0.9767080545425415,0.06731460988521576,0.9909090995788574,42.99620246887207
39,0.08929378539323807,0.9751552939414978,0.059465132653713226,0.9909090995788574,39.99898147583008
40,0.07623594999313354,0.9844720363616943,0.05266006290912628,0.9909090995788574,39.638792753219604
41,0.07134927064180374,0.9813664555549622,0.05128328129649162,0.9818181991577148,40.72545552253723
42,0.057634130120277405,0.9875776171684265,0.04219597578048706,0.9909090995788574,39.818928480148315
43,0.06257455796003342,0.9844720363616943,0.042744360864162445,0.9909090995788574,39.85649919509888
44,0.038845278322696686,0.9906832575798035,0.04287133365869522,0.9909090995788574,40.288801431655884
45,0.05753558129072189,0.9829192757606506,0.03623351454734802,0.9909090995788574,40.46025562286377
46,0.04935726150870323,0.9860248565673828,0.0399935282766819,0.9818181991577148,39.883548736572266
47,0.04547371715307236,0.9906832575798035,0.033351268619298935,0.9909090995788574,39.84263038635254
48,0.04655662551522255,0.9860248565673828,0.03137668967247009,0.9909090995788574,39.94944405555725
49,0.035170599818229675,0.989130437374115,0.030914094299077988,0.9909090995788574,40.59719109535217
50,0.035704903304576874,0.989130437374115,0.025032656267285347,1.0,39.922537326812744
51,0.036967385560274124,0.989130437374115,0.028626855462789536,0.9909090995788574,39.56761932373047
52,0.034713976085186005,0.9910714030265808,0.032085590064525604,0.9909090995788574,41.5267915725708
53,0.025652850046753883,0.9953415989875793,0.031838174909353256,0.9909090995788574,40.31624627113342
54,0.024943754076957703,0.9922360181808472,0.033244553953409195,0.9818181991577148,41.048760175704956
55,0.025370275601744652,0.9922360181808472,0.028469108045101166,0.9818181991577148,39.9782395362854
56,0.02066316269338131,0.9953415989875793,0.02571760304272175,0.9909090995788574,39.123637676239014
57,0.01915512979030609,0.9953415989875793,0.022350819781422615,0.9909090995788574,40.78052568435669
58,0.01858494058251381,0.9953415989875793,0.023747170343995094,0.9909090995788574,38.841320514678955
59,0.02334110252559185,0.9922360181808472,0.0206605177372694,1.0,39.47110867500305
60,0.021070238202810287,0.9937888383865356,0.021693943068385124,0.9909090995788574,38.49189519882202
61,0.018611673265695572,0.9953415989875793,0.019193386659026146,1.0,39.10369801521301
62,0.02945110574364662,0.9922360181808472,0.016770612448453903,1.0,38.927517890930176
63,0.02056211046874523,0.9953415989875793,0.015547988936305046,1.0,39.72667860984802
64,0.008877667598426342,1.0,0.014434780925512314,1.0,39.35009407997131
65,0.01756000891327858,0.9922360181808472,0.013725008815526962,1.0,38.91468334197998
66,0.0176839679479599,0.9953415989875793,0.01857292465865612,0.9909090995788574,39.128844022750854
67,0.015035881660878658,0.9955357313156128,0.017508773133158684,0.9909090995788574,39.49300289154053
68,0.012875959277153015,0.9984471797943115,0.016187427565455437,1.0,38.3387188911438
69,0.015497082844376564,0.9937888383865356,0.014016401022672653,1.0,39.49893069267273
